Unnamed: 0,RecordID,RID,Squib,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Temperature,Reaction Order
4045,5304.0,2919.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C24C7BFEE1E71E28B645AE3383C71AB5?id=1961LAI/WOJ103-113:3,2.0,8.3,-12,,H(.),HNO,,H2,NO,,883,2.0
4046,5305.0,2920.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=56F06F84F1C19103C739CFB922EED6E7?id=2011HAM/CAN6664-6674:1,2.0,1.59,-14,-18300,H(.),HIO,,H2,IO,,300,2.0
4047,5306.0,2921.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=804E5DEAE54084CA8DD2EB5A8840FDCE?id=1988UME/NAK259:3,2.0,1.2,-11,,H(.),DI,,HD,I,,"297
 
K",2.0
4048,5307.0,2922.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=34AF348FD806FF28C6FB7C5F6BC5134D?id=2002MAC/BAC10825-10830:3,2.0,2.09,-11,-36819,H(.),HOPO,,H2O,PO,,1000,2.0
4049,5308.0,2922.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=34AF348FD806FF28C6FB7C5F6BC5134D?id=2002MAC/BAC10825-10830:4,2.0,1.35,-11,-34727,H(.),HOPO,,H2O,PO,,1000,2.0
4050,5309.0,2923.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7366EC0AFDA7F1984BA1D3AE8FC333CF?id=2002HAW/BAC1533-1541:7,2.0,2.24,-12,-45187,H(.),HOPO,,H2,PO2,,1000,2.0
4051,5310.0,2923.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7366EC0AFDA7F1984BA1D3AE8FC333CF?id=2002HAW/BAC1533-1541:8,2.0,3.16,-10,-67362,H(.),HOPO,,H2,PO2,,1000,2.0
4052,5311.0,2924.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FD93178AD87F7B16A644C5003985F468?id=1986GAR/TRU2876:11,2.0,8.19,-13,-22449,H(.),HD,,H(.),HD,,200,2.0
4053,5312.0,2924.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FD93178AD87F7B16A644C5003985F468?id=1959SHA1359:6,2.0,1.28,-11,-27687,H(.),HD,,H(.),HD,,200,2.0
4054,5313.0,2924.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FD93178AD87F7B16A644C5003985F468?id=1951MEE99:6,2.0,3.57,-11,-27271,H(.),HD,,H(.),HD,,700,2.0
4055,5314.0,2925.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31229E374302376E94847F9BE4576178?id=1972NIK/MAI3538:3,2.0,2.31,-11,,H(.),HD,,H2,D,,"1000
 
K",2.0
4056,5315.0,2925.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31229E374302376E94847F9BE4576178?id=1956BOA/CAR783:5,2.0,6.14,-13,,H(.),HD,,H2,D,,"1000
 
K",2.0
4057,5316.0,2925.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31229E374302376E94847F9BE4576178?id=1959SHA1359:5,2.0,1.15,-11,-25276,H(.),HD,,H2,D,,200,2.0
4058,5317.0,2925.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31229E374302376E94847F9BE4576178?id=1951MEE99:5,2.0,5.81,-11,-29932,H(.),HD,,H2,D,,700,2.0
4059,5318.0,2925.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31229E374302376E94847F9BE4576178?id=1959WES892:4,2.0,4.4,-1,,H(.),HD,,H2,D,,"1000
 
K",2.0
4060,5319.0,2925.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31229E374302376E94847F9BE4576178?id=1986GAR/TRU2876:10,2.0,,,-366,H(.),HD,,H2,D,,200,2.0
4063,5322.0,2928.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EA48DDF38891A0BD491D6A7EA8213F78?id=1988ROZ/BED22:2,2.0,1.5,-13,,H(.),NF,,HF,N,,"300
 
K",2.0
4064,5323.0,2928.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EA48DDF38891A0BD491D6A7EA8213F78?id=1980CHE/CLY711:4,2.0,2.51,-13,,H(.),NF,,HF,N,,"298
 
K",2.0
4065,5325.0,2930.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=50FE4EC2299F77FAA6AED504BCAF50EA?id=1992LIN/HE489-516:7,2.0,1.66,-12,,H(.),NHOH,,H2,HNO,,80,2.0
4066,5326.0,2931.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CC3FA4748A685C86D0B3A32D922781?id=1973SCH25-84:31,2.0,3.01,-11,,H(.),SH,,H2,S,,"295
 
K",2.0
4067,5327.0,2931.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CC3FA4748A685C86D0B3A32D922781?id=1981TIE/WAM80:5,2.0,1.69,-11,,H(.),SH,,H2,S,,"298
 
K",2.0
4068,5328.0,2931.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CC3FA4748A685C86D0B3A32D922781?id=1979NIC/AMO1868:4,2.0,2.16,-11,,H(.),SH,,H2,S,,"295
 
K",2.0
4069,5329.0,2931.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CC3FA4748A685C86D0B3A32D922781?id=1975CUP/GLA39:1,2.0,2.51,-11,,H(.),SH,,H2,S,,"295
 
K",2.0
4070,5330.0,2931.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CC3FA4748A685C86D0B3A32D922781?id=1973BRA/TRU416:3,2.0,4.15,-11,,H(.),SH,,H2,S,,"298
 
K",2.0
4071,5331.0,2931.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CC3FA4748A685C86D0B3A32D922781?id=1970CUP/GLA3007:3,2.0,1.3,-10,,H(.),SH,,H2,S,,"295
 
K",2.0
4072,5332.0,2931.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CC3FA4748A685C86D0B3A32D922781?id=1972LAN/OLD1550:1,2.0,1.1,-11,,H(.),SH,,H2,S,,"293
 
K",2.0
4073,5334.0,2933.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=87931A612704E12E68890C41FD134CB2?id=2002WAL/DAT2931-2934:11,2.0,1.4,-10,-66818,H(.),SiHCl,,HCl,SiH,,300,2.0
4075,5336.0,2935.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D757FFCC3ED301A164FF2DAF6AD5D745?id=1967MAY/SCH837-844:41,2.0,1.83,-23,-10892,H(.),BrF,,HBr,(.)F,,1000,2.0
4078,5340.0,2938.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=16DFA058A1F7B529FEB87735F6275702?id=2013RAG/LEE1735-1746:3,3.0,1.58,-32,-9628,H(.),SiH2,,SiH3,,,300,3.0
4079,5341.0,2938.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=16DFA058A1F7B529FEB87735F6275702?id=2013RAG/LEE1735-1746:8,2.0,4.71,-10,-698,H(.),SiH2,,SiH3,,,300,2.0
4080,5342.0,2939.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5631071BDB0C2DDA0DA779C51E7965AE?id=2013RAG/LEE1735-1746:12,2.0,3.34,-11,-831,H(.),SiH2,,H2,SiH,,300,2.0
4081,5343.0,2939.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5631071BDB0C2DDA0DA779C51E7965AE?id=2013RAG/LEE1735-1746:16,2.0,2.87,-8,-15373,H(.),SiH2,,H2,SiH,,1000,2.0
4082,5344.0,2939.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5631071BDB0C2DDA0DA779C51E7965AE?id=2013RAG/LEE1735-1746:17,2.0,7.38,-10,-1904,H(.),SiH2,,H2,SiH,,300,2.0
4083,5345.0,2940.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=ED86B0BC6F9CDC570BF58747E83FB480?id=1990KOS/TAM235-240:3,2.0,2.06,-14,,H(.),SiH2F2,,H2,HF2Si,,"293
 
K",2.0
4084,5346.0,2940.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=ED86B0BC6F9CDC570BF58747E83FB480?id=2001ZHA/WAN4280-4285:2,2.0,1.12,-12,-9168,H(.),SiH2F2,,H2,HF2Si,,300,2.0
4085,5347.0,2941.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F6ED86F47B690391B09EFDFA6A007FCF?id=2003ZHA/GU289-294:8,2.0,5.44,-14,,H(.),Ge2H6,,GeH4,GeH3,,"298
 
K",2.0
4086,5348.0,2941.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F6ED86F47B690391B09EFDFA6A007FCF?id=2003ZHA/GU289-294:9,2.0,5.43,-12,,H(.),Ge2H6,,GeH4,GeH3,,"500
 
K",2.0
4087,5349.0,2941.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F6ED86F47B690391B09EFDFA6A007FCF?id=2003ZHA/GU289-294:12,2.0,3.21,-9,,H(.),Ge2H6,,GeH4,GeH3,,"2000
 
K",2.0
4088,5350.0,2941.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F6ED86F47B690391B09EFDFA6A007FCF?id=2003ZHA/GU289-294:13,2.0,9.64,-9,,H(.),Ge2H6,,GeH4,GeH3,,"3000
 
K",2.0
4089,5352.0,2941.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F6ED86F47B690391B09EFDFA6A007FCF?id=2003ZHA/GU289-294:10,2.0,2.59,-10,,H(.),Ge2H6,,GeH4,GeH3,,"1000
 
K",2.0
4090,5353.0,2941.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F6ED86F47B690391B09EFDFA6A007FCF?id=2003ZHA/GU289-294:11,2.0,9.96,-10,,H(.),Ge2H6,,GeH4,GeH3,,"1400
 
K",2.0
4093,5357.0,2943.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=19BBF921EBF59CEBA86452D6764E4678?id=2003ZHA/GU289-294:4,2.0,2.3,-11,,H(.),Ge2H6,,Ge2H5,H2,,"500
 
K",2.0
4094,5358.0,2943.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=19BBF921EBF59CEBA86452D6764E4678?id=2003ZHA/GU289-294:3,2.0,9,-12,,H(.),Ge2H6,,Ge2H5,H2,,"298
 
K",2.0
4095,5359.0,2943.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=19BBF921EBF59CEBA86452D6764E4678?id=2003ZHA/GU289-294:5,2.0,9.95,-11,,H(.),Ge2H6,,Ge2H5,H2,,"1000
 
K",2.0
4096,5360.0,2943.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=19BBF921EBF59CEBA86452D6764E4678?id=2003ZHA/GU289-294:6,2.0,2.77,-10,,H(.),Ge2H6,,Ge2H5,H2,,"1600
 
K",2.0
4097,5361.0,2943.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=19BBF921EBF59CEBA86452D6764E4678?id=2003ZHA/GU289-294:7,2.0,4.47,-10,,H(.),Ge2H6,,Ge2H5,H2,,"2000
 
K",2.0
4098,5362.0,2944.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DE74653786A4D250500ECA0A2D84AD90?id=1995DUD/AVE66-67:1,2.0,3.01,-11,,H(.),(E)-N2F2,,HF,N2,(.)F,"298
 
K",2.0
4099,5363.0,2945.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7AF00AD1CA55A9777C6A50A16092D9E4?id=2013RAG/LEE1735-1746:5,3.0,6.62,-33,-2943,H(.),SiH,,SiH2,,,300,3.0
4100,5364.0,2945.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7AF00AD1CA55A9777C6A50A16092D9E4?id=2013RAG/LEE1735-1746:10,2.0,4.44,-11,-432,H(.),SiH,,SiH2,,,300,2.0
4105,5369.0,2947.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=412FA6095A3A89F75CE6A8A3477E896D?id=2013RAG/LEE1735-1746:19,2.0,6.6,-11,-1853,H(.),SiH,,Si(1D),H2,,300,2.0
4106,5370.0,2948.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7425844BD4FDC10A4DBDA1FEFBD032D0?id=2005CAR/ROD2356-2363:3,2.0,4.02,-10,-226603,H(.),NH,,H(.),N,N,4000,2.0
4107,5371.0,2949.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3B9BD59E0C2A723D645212DD7CF64191?id=1992BAU/COB411-429:219,2.0,1.69,11,,H(.),NH,,H2,N,,1500,2.0
4108,5372.0,2949.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3B9BD59E0C2A723D645212DD7CF64191?id=1981MOR23:4,2.0,5,-11,,H(.),NH,,H2,N,,"1790
 
K",2.0
4109,5373.0,2950.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9BAB91BAA43B2982C05D0A201A0CD8FF?id=2005ADA/HAC114301:1,2.0,3.16,-12,,H(.),NH,,N(4S),H2,,"298
 
K",2.0
4110,5374.0,2950.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9BAB91BAA43B2982C05D0A201A0CD8FF?id=2005ADA/HAC114301:2,2.0,2.14,-12,-858,H(.),NH,,N(4S),H2,,300,2.0
4111,5375.0,2950.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9BAB91BAA43B2982C05D0A201A0CD8FF?id=2002PAS/SCH4125-4136:2,2.0,8.21,-12,-9205,H(.),NH,,N(4S),H2,,1000,2.0
4112,5376.0,2951.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4B051AF85C8443F8A6FA47FF96DEF392?id=1999ZEL/APA485-502:4,2.0,2.4,-14,,H(.),XeOF4,,HF,XeF2,O(.),"298
 
K",2.0
4113,5377.0,2952.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D70E8D4E687D81F1BD066CF69DE3AAD7?id=1999ZEL/APA485-502:6,2.0,1,-15,,H(.),XeOF4,,HF,OF,,"298
 
K",2.0
4115,5379.0,2954.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=524D630E7D3C412758A04646EA23E902?id=1999ZEL/APA485-502:2,2.0,2.5,-15,,H(.),XeOF4,,(.)OH,XeF4,,"298
 
K",2.0
4116,5380.0,2955.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E32032ECF1BF370878BAFD61EBA2311C?id=1999ZEL/APA485-502:3,2.0,5.7,-15,,H(.),XeOF4,,(.)OH,XeF2,(.)F,"298
 
K",2.0
4117,5383.0,2958.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F407B1EBA620BA29F76209B1586EF03?id=1973SCH25-84:30,3.0,3.01,-30,,H(.),(.)NH2,,NH3,,,"298
 
K",3.0
4118,5384.0,2958.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F407B1EBA620BA29F76209B1586EF03?id=2015ALT/MAC7593-7610:2,3.0,4.4,-30,,H(.),(.)NH2,,NH3,,,292,3.0
4119,5385.0,2958.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F407B1EBA620BA29F76209B1586EF03?id=2012ALT/MAC2161-2176:5,3.0,1.42,-29,,H(.),(.)NH2,,NH3,,,"296
 
K",3.0
4120,5386.0,2958.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F407B1EBA620BA29F76209B1586EF03?id=2012ALT/MAC2161-2176:1,3.0,6,-30,,H(.),(.)NH2,,NH3,,,"296
 
K",3.0
4121,5387.0,2958.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F407B1EBA620BA29F76209B1586EF03?id=2012ALT/MAC2161-2176:2,3.0,1.1,-29,,H(.),(.)NH2,,NH3,,,"296
 
K",3.0
4122,5388.0,2958.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F407B1EBA620BA29F76209B1586EF03?id=2012ALT/MAC2161-2176:3,3.0,6.5,-30,,H(.),(.)NH2,,NH3,,,"296
 
K",3.0
4123,5389.0,2958.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F407B1EBA620BA29F76209B1586EF03?id=2012ALT/MAC2161-2176:4,3.0,8.3,-30,,H(.),(.)NH2,,NH3,,,"296
 
K",3.0
4124,5390.0,2958.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F407B1EBA620BA29F76209B1586EF03?id=2012ALT/MAC1353-1367:5,3.0,2.3,-30,,H(.),(.)NH2,,NH3,,,"296
 
K",3.0
4125,5391.0,2958.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F407B1EBA620BA29F76209B1586EF03?id=1971GOR/MUL2087:3,3.0,6.07,-30,,H(.),(.)NH2,,NH3,,,"298
 
K",3.0
4126,5392.0,2958.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F407B1EBA620BA29F76209B1586EF03?id=1979PAG/ERI582:4,2.0,2.66,-11,,H(.),(.)NH2,,NH3,,,"349
 
K",2.0
4127,5393.0,2959.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=326C4013A217BE439D46C1CEA4BB8CB4?id=1992BAU/COB411-429:218,2.0,1,-11,,H(.),(.)NH2,,H2,NH,,2000,2.0
4128,5394.0,2959.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=326C4013A217BE439D46C1CEA4BB8CB4?id=1984HAN/SALC:15,2.0,3.17,-11,,H(.),(.)NH2,,H2,NH,,2400,2.0
4129,5395.0,2959.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=326C4013A217BE439D46C1CEA4BB8CB4?id=1994ROH/WAG975-981:6,2.0,1.05,-10,-36999,H(.),(.)NH2,,H2,NH,,1100,2.0
4130,5396.0,2959.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=326C4013A217BE439D46C1CEA4BB8CB4?id=1990DAV/KOH513-535:2,2.0,6.64,-11,-15299,H(.),(.)NH2,,H2,NH,,2200,2.0
4131,5397.0,2959.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=326C4013A217BE439D46C1CEA4BB8CB4?id=1981YUM/ASA863:3,2.0,5.01,-11,-35835,H(.),(.)NH2,,H2,NH,,2450,2.0
4132,5398.0,2959.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=326C4013A217BE439D46C1CEA4BB8CB4?id=1979DOV/NIP689:3,2.0,1.02,-10,-21867,H(.),(.)NH2,,H2,NH,,2500,2.0
4133,5399.0,2960.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A95967097DC6BBC98D959F5ADA7C6AAF?id=1979GAR/TRU5207:26,2.0,9.86,-11,-116403,H(.),BF,,BH,(.)F,,300,2.0
4134,5400.0,2961.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0AE44BB92C205298557B47E05B68F8A0?id=1966MAY/SCH385:15,2.0,1.22,-10,-10061,H(.),BH,,H2,B,,990,2.0
4135,5401.0,2962.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CBBADDCFB8489202CC8CF4726C5CA0D2?id=2013RAG/LEE1735-1746:1,3.0,6.12,-32,-13935,H(.),SiH3,,SiH4,,,300,3.0
4136,5402.0,2962.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CBBADDCFB8489202CC8CF4726C5CA0D2?id=2013RAG/LEE1735-1746:6,2.0,2.8,-10,-615,H(.),SiH3,,SiH4,,,300,2.0
4137,5403.0,2962.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CBBADDCFB8489202CC8CF4726C5CA0D2?id=1994TAK/MOM74-85:4,2.0,2.23,-10,-1164,H(.),SiH3,,SiH4,,,300,2.0
4138,5404.0,2963.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4B92B322B3AEFCC82943FDF025F7B823?id=2013RAG/LEE1735-1746:14,2.0,2.67,-10,-640,H(.),SiH3,,H2,SiH2,,300,2.0
4139,5405.0,2963.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4B92B322B3AEFCC82943FDF025F7B823?id=2013RAG/LEE1735-1746:15,2.0,8.58,-10,-4930,H(.),SiH3,,H2,SiH2,,1000,2.0
4140,5408.0,2965.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=90384020CA63F374F95DB290D3D4AE5F?id=2013RAG/LEE1735-1746:11,2.0,4.13,-12,-6361,H(.),SiH3,,3SiH2,H2,,300,2.0
4141,5412.0,2969.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=08B2796549942B4F301120CB749EE298?id=2003ZHA/GU3884-3890:2,2.0,4.8,-12,-2302,H(.),GeH3Cl,,H2,GeH2Cl,,200,2.0
4142,5413.0,2970.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6C208E01ECE7E441C5C664A0D76BA54F?id=2014LI/DAV16-22:2,2.0,2.49,-10,-6277,H(.),NH2NH,,(.)NH2,(.)NH2,,110,2.0
4143,5414.0,2970.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6C208E01ECE7E441C5C664A0D76BA54F?id=1971VON/HOY1287:3,2.0,2.66,-12,,H(.),NH2NH,,(.)NH2,(.)NH2,,"300
 
K",2.0
4146,5418.0,2974.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E8F5D3A3604DB0DFE8E5C89288FE7D95?id=1990KOS/TAM235-240:2,2.0,1.06,-13,,H(.),SiH3F,,H2,SiH2F,,"293
 
K",2.0
4147,5419.0,2974.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E8F5D3A3604DB0DFE8E5C89288FE7D95?id=2001ZHA/WAN4280-4285:1,2.0,2.04,-12,-5776,H(.),SiH3F,,H2,SiH2F,,300,2.0
4148,5420.0,2975.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F149CEF8E40718A0985F74F28B9E8054?id=1973POL/SAN1017:4,2.0,8.3,-13,,H(.),Si2D6,,SiHD3,SiD3,,"298
 
K",2.0
4153,5425.0,2977.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9584B26B48AA1F910976554D618D4F37?id=1978ART/BEL37-74:35,2.0,2.51,-13,,H(.),SiD4,,HD,SiD3,,"298
 
K",2.0
4154,5426.0,2977.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9584B26B48AA1F910976554D618D4F37?id=1989ART/POT1447-1463:12,2.0,4.2,-11,-15215,H(.),SiD4,,HD,SiD3,,292,2.0
4155,5427.0,2977.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9584B26B48AA1F910976554D618D4F37?id=1977AUS/LAM1134:25,2.0,1.5,-13,,H(.),SiD4,,HD,SiD3,,"305
 
K",2.0
4156,5428.0,2977.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9584B26B48AA1F910976554D618D4F37?id=1974POT/GLA493-496:3,2.0,8.17,-11,-13386,H(.),SiD4,,HD,SiD3,,143,2.0
4157,5429.0,2977.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9584B26B48AA1F910976554D618D4F37?id=1977AUS/LAM1134:26,2.0,1.8,-1,,H(.),SiD4,,HD,SiD3,,"305
 
K",2.0
4158,5430.0,2977.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9584B26B48AA1F910976554D618D4F37?id=1977MIH/SCH1543:3,2.0,3.9,-13,,H(.),SiD4,,HD,SiD3,,"300
 
K",2.0
4159,5432.0,2979.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1DF6812FED9AE9E62DF0670EE9A27116?id=1997ART/COO237-243:4,2.0,9.9,-11,-9229,H(.),GeD4,,HD,GeD3,,293,2.0
4164,5437.0,2981.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9450E1321D5469E60B9B341B88A748CC?id=1976END/GLA1519:5,2.0,3.9,-14,,H(.),DBr,,HBr,D,,"295
 
K",2.0
4165,5439.0,2983.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F36573A36976B8C7D5862FB82E41F828?id=2012DIX/MAR528-540:2,2.0,1.77,-12,-33546,H(.),HOBr,,H2,BrO,,298,2.0
4167,5441.0,2985.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D416BF5A7235E5105B19A9C9ACD6484B?id=2003SWI/CAT91-101:1,2.0,5.73,-16,-88217,H(.),AlHCl2,,AlHCl,HCl,,500,2.0
4168,5442.0,2986.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3B401FE19F3352849EFFD4DA351288EB?id=2002ZHA/WAN3796-3803:4,2.0,4.83,-13,-2237,H(.),SiH3Cl,,H2,SiH2Cl,,200,2.0
4169,5445.0,2989.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6146D4E29F16AFC0FD447A2B15E23F82?id=2001ZHA/WAN4280-4285:3,2.0,2.95,-13,-16647,H(.),SiHF3,,H2,SiF3,,300,2.0
4170,5446.0,2990.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EF80272D6DCB12EE01EBCAC8A0FFA3E8?id=2002SEN/JAZ2439-2446:9,2.0,3.32,-10,,H(.),H2S2,,H2S,SH,,873,2.0
4171,5447.0,2990.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EF80272D6DCB12EE01EBCAC8A0FFA3E8?id=2002SEN/JAZ2439-2446:8,2.0,1.12,-11,-1954,H(.),H2S2,,H2S,SH,,873,2.0
4172,5448.0,2991.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7C2E142303E9B16CA726B9678C978066?id=2002SEN/JAZ2439-2446:7,2.0,5.02,-12,5891,H(.),H2S2,,H2,HSS,,873,2.0
4173,5452.0,2994.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B1749399DF4FEFD64F630976DE73C736?id=1992BAU/COB411-429:217,3.0,6.04,-33,,H(.),H(.),,H2,,,300,3.0
4174,5453.0,2994.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B1749399DF4FEFD64F630976DE73C736?id=1992BAU/COB411-429:216,3.0,8.85,-33,,H(.),H(.),,H2,,,100,3.0
4175,5454.0,2994.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B1749399DF4FEFD64F630976DE73C736?id=1986TSA/HAM1087:253,3.0,9.1,-33,,H(.),H(.),,H2,,,77,3.0
4176,5455.0,2994.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B1749399DF4FEFD64F630976DE73C736?id=1984WAR197C:191,3.0,5.93,-33,,H(.),H(.),,H2,,,300,3.0
4177,5456.0,2994.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B1749399DF4FEFD64F630976DE73C736?id=1984WAR197C:190,3.0,8.77,-33,,H(.),H(.),,H2,,,100,3.0
4178,5457.0,2994.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B1749399DF4FEFD64F630976DE73C736?id=1983COH/WES531:41,3.0,8.82,-33,,H(.),H(.),,H2,,,50,3.0
4179,5458.0,2994.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B1749399DF4FEFD64F630976DE73C736?id=1983COH/WES531:43,3.0,9.04,-33,,H(.),H(.),,H2,,,77,3.0
4180,5459.0,2994.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B1749399DF4FEFD64F630976DE73C736?id=1983COH/WES531:42,3.0,9.04,-33,,H(.),H(.),,H2,,,50,3.0
4181,5460.0,2994.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B1749399DF4FEFD64F630976DE73C736?id=1983COH/WES531:40,3.0,9.26,-32,,H(.),H(.),,H2,,,300,3.0
4182,5461.0,2994.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B1749399DF4FEFD64F630976DE73C736?id=1983COH/WES531:44,3.0,6.48,-33,,H(.),H(.),,H2,,,77,3.0
4183,5462.0,2994.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B1749399DF4FEFD64F630976DE73C736?id=1958CAM/FRI173:11,3.0,5.38,-32,,H(.),H(.),,H2,,,300,3.0
